datetime,open,high,low,close,volume,sentiment,sentiment_diff,sentiment_ma3,sentiment_vol7,symbol
2022-12-14,5.29,5.358,5.154,5.215,5918542.41,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-15,5.214,5.254,5.116,5.23,4122946.05,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-16,5.23,5.25,4.52,4.652,7256168.85,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-17,4.653,4.724,4.583,4.708,4616715.62,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-18,4.709,4.716,4.617,4.657,2749549.56,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-19,4.657,4.705,4.41,4.481,4752800.99,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-20,4.479,4.653,4.461,4.605,3310151.54,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-21,4.606,4.616,4.442,4.485,2732722.13,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-22,4.486,4.537,4.37,4.531,2979884.33,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-23,4.532,4.546,4.454,4.473,2669853.97,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-24,4.473,4.492,4.43,4.452,1305078.13,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-25,4.451,4.498,4.396,4.492,1726195.69,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-26,4.492,4.578,4.465,4.571,1955878.56,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-27,4.571,4.585,4.455,4.478,2694420.81,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-28,4.479,4.484,4.24,4.286,5301428.71,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-29,4.286,4.355,4.224,4.309,2461379.78,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-30,4.308,4.341,4.226,4.324,2037686.16,0.0,0.0,0.0,0.0,DOTUSDT
2022-12-31,4.324,4.394,4.298,4.309,1499221.97,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-01,4.308,4.387,4.275,4.371,1341743.7,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-02,4.371,4.56,4.316,4.492,3164787.56,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-03,4.492,4.545,4.462,4.526,1964103.62,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-04,4.526,4.689,4.526,4.632,3126367.78,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-05,4.631,4.649,4.545,4.62,2923627.93,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-06,4.621,4.706,4.552,4.684,3264757.81,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-07,4.684,4.705,4.636,4.664,1594150.21,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-08,4.665,4.828,4.602,4.826,3227517.66,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-09,4.826,5.083,4.8,4.887,6257669.61,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-10,4.886,4.97,4.823,4.92,2874898.27,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-11,4.92,5.139,4.828,5.135,4492624.63,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-12,5.134,5.263,5.015,5.232,5972215.45,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-13,5.233,5.424,5.163,5.401,4812544.83,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-14,5.401,6.523,5.396,6.026,15720921.5,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-15,6.026,6.066,5.771,5.929,5959244.43,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-16,5.928,6.087,5.61,5.812,7588428.7,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-17,5.812,6.21,5.691,5.956,7799551.36,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-18,5.957,6.221,5.564,5.653,9689343.05,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-19,5.648,5.848,5.643,5.802,3346968.36,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-20,5.802,6.295,5.752,6.247,5373230.43,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-21,6.249,6.464,6.007,6.237,8330369.73,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-22,6.237,6.457,6.085,6.207,5762744.72,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-23,6.207,6.84,6.198,6.56,10282785.38,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-24,6.56,6.708,6.117,6.191,6235582.4,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-25,6.191,6.563,6.01,6.399,7441471.55,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-26,6.4,6.563,6.301,6.472,6830192.66,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-27,6.472,6.623,6.27,6.585,5365147.79,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-28,6.585,6.664,6.321,6.397,3866647.74,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-29,6.396,6.7,6.327,6.611,4745086.65,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-30,6.612,6.65,6.02,6.19,5572642.9,0.0,0.0,0.0,0.0,DOTUSDT
2023-01-31,6.19,6.33,6.142,6.26,3778549.45,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-01,6.26,6.491,6.027,6.467,5790692.06,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-02,6.467,6.917,6.451,6.543,8407701.21,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-03,6.543,7.126,6.504,7.008,10176943.45,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-04,7.008,7.075,6.818,6.873,3786921.97,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-05,6.872,6.895,6.513,6.637,5167240.5,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-06,6.638,6.789,6.401,6.494,4695000.22,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-07,6.494,6.949,6.473,6.941,5490955.62,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-08,6.94,7.02,6.615,6.757,4810790.32,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-09,6.757,6.976,6.088,6.235,10458985.31,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-10,6.235,6.308,6.12,6.186,4981218.12,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-11,6.184,6.293,6.158,6.278,1700227.29,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-12,6.278,6.387,6.074,6.181,2375027.69,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-13,6.18,6.259,5.878,6.143,6431367.53,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-14,6.141,6.264,5.95,6.227,5370812.92,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-15,6.228,6.618,6.16,6.612,6593492.92,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-16,6.612,6.949,6.318,6.327,9174248.37,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-17,6.327,7.418,6.291,7.284,18071582.97,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-18,7.284,7.375,7.105,7.229,8168832.05,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-19,7.23,7.9,7.185,7.438,14912594.12,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-20,7.44,7.568,7.25,7.551,7886712.3,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-21,7.551,7.575,7.117,7.251,6671197.7,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-22,7.251,7.27,6.88,7.186,7597418.57,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-23,7.186,7.384,7.015,7.093,5906199.95,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-24,7.095,7.146,6.47,6.614,7399291.71,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-25,6.614,6.649,6.342,6.544,3497010.8,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-26,6.544,6.73,6.503,6.691,3363024.11,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-27,6.692,6.785,6.489,6.579,4411661.72,0.0,0.0,0.0,0.0,DOTUSDT
2023-02-28,6.58,6.6,6.276,6.347,4169725.04,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-01,6.349,6.598,6.306,6.535,4300464.0,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-02,6.534,6.56,6.221,6.335,2989319.83,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-03,6.335,6.338,5.792,6.037,5503764.91,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-04,6.038,6.058,5.73,5.917,2603387.07,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-05,5.917,6.066,5.89,5.978,2368080.13,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-06,5.977,6.043,5.856,5.92,2790540.69,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-07,5.922,6.019,5.74,5.847,4741858.19,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-08,5.846,5.943,5.501,5.601,6663332.34,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-09,5.6,5.803,5.25,5.385,7590734.25,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-10,5.386,5.582,5.15,5.549,9610786.57,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-11,5.548,5.678,5.223,5.463,7374280.77,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-12,5.463,5.903,5.36,5.895,6697046.08,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-13,5.894,6.143,5.706,6.1,10435277.93,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-14,6.101,6.537,5.987,6.223,10272410.97,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-15,6.22,6.377,5.777,5.874,9060374.0,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-16,5.873,6.142,5.758,6.088,5974943.99,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-17,6.087,6.631,6.026,6.618,7687668.38,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-18,6.617,6.699,6.283,6.313,6601084.28,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-19,6.314,6.601,6.312,6.451,4887337.41,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-20,6.454,6.485,6.052,6.092,5512709.62,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-21,6.091,6.458,6.0,6.363,5510022.95,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-22,6.363,6.4,5.911,6.053,6799970.34,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-23,6.054,6.421,5.991,6.321,4307141.06,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-24,6.321,6.341,5.95,6.021,3721415.5,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-25,6.022,6.08,5.83,5.905,2201417.88,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-26,5.905,6.107,5.878,6.042,1783486.74,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-27,6.044,6.115,5.745,5.867,3393287.18,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-28,5.867,6.109,5.787,6.056,2901986.46,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-29,6.057,6.285,6.048,6.183,3767888.67,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-30,6.183,6.295,6.025,6.122,3863516.22,0.0,0.0,0.0,0.0,DOTUSDT
2023-03-31,6.122,6.385,6.101,6.343,4320037.0,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-01,6.343,6.393,6.19,6.344,2562358.07,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-02,6.344,6.446,6.18,6.263,3027603.59,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-03,6.263,6.5,6.09,6.419,5348344.83,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-04,6.419,6.533,6.367,6.439,4385744.74,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-05,6.437,6.586,6.32,6.406,3707843.14,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-06,6.405,6.417,6.256,6.281,2705532.09,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-07,6.28,6.318,6.134,6.178,2659031.62,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-08,6.178,6.235,6.09,6.13,2071466.55,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-09,6.131,6.26,6.097,6.211,2172474.5,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-10,6.212,6.313,6.117,6.291,2564574.59,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-11,6.29,6.49,6.276,6.415,4183538.72,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-12,6.416,6.469,6.214,6.403,4545433.57,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-13,6.404,6.65,6.349,6.634,4560331.92,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-14,6.634,6.865,6.535,6.731,6593166.92,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-15,6.731,6.871,6.633,6.804,3719680.31,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-16,6.803,6.883,6.673,6.824,3729598.19,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-17,6.824,6.834,6.616,6.696,4193096.98,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-18,6.698,7.0,6.571,6.914,5118143.99,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-19,6.916,6.92,6.24,6.309,6052908.31,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-20,6.309,6.438,6.063,6.111,5249007.89,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-21,6.111,6.171,5.777,5.849,4612277.77,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-22,5.849,5.978,5.82,5.949,2053514.4,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-23,5.949,5.972,5.768,5.906,2377100.04,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-24,5.907,6.029,5.8,5.885,2775196.21,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-25,5.885,6.012,5.778,5.999,2687822.25,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-26,5.999,6.22,5.6,5.852,6083740.49,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-27,5.85,6.052,5.831,5.97,3633819.81,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-28,5.971,5.981,5.771,5.947,3150009.51,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-29,5.947,6.056,5.919,6.041,2093279.06,0.0,0.0,0.0,0.0,DOTUSDT
2023-04-30,6.041,6.087,5.844,5.877,2601857.52,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-01,5.877,5.909,5.596,5.666,3218928.53,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-02,5.666,5.757,5.618,5.713,2302881.33,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-03,5.712,5.812,5.55,5.778,2833604.94,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-04,5.779,5.798,5.619,5.671,1642330.91,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-05,5.671,5.901,5.651,5.847,2688794.26,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-06,5.846,5.894,5.584,5.633,2186936.32,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-07,5.632,5.7,5.601,5.632,1536706.1,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-08,5.632,5.648,5.17,5.369,5071223.12,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-09,5.368,5.412,5.291,5.323,2384156.76,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-10,5.324,5.523,5.209,5.463,3980709.56,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-11,5.463,5.47,5.18,5.278,2732930.39,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-12,5.278,5.35,5.117,5.342,2844970.82,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-13,5.342,5.396,5.313,5.346,1362265.01,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-14,5.347,5.448,5.31,5.347,1414347.84,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-15,5.349,5.431,5.267,5.313,2109633.37,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-16,5.313,5.337,5.232,5.296,1827920.88,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-17,5.297,5.44,5.221,5.422,2843186.06,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-18,5.423,5.467,5.246,5.338,2885485.35,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-19,5.338,5.393,5.313,5.372,1832422.71,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-20,5.372,5.446,5.329,5.409,1506151.33,0.0,0.0,0.0,0.0,DOTUSDT
2023-05-21,5.409,5.433,5.242,5.273,1554875.25,0.0,0.0,0.0,0.0,DOTUSDT
