datetime,open,high,low,close,volume,sentiment,sentiment_diff,sentiment_ma3,sentiment_vol7,symbol
2025-03-26 04:00:00,628.13,634.01,627.94,633.46,25479.711,-0.06,0.020000000000000004,-0.07999999999999992,0.17048949136725733,BNBUSDT
2025-03-26 08:00:00,633.46,633.81,630.0,631.39,28300.703,-0.06,0.020000000000000004,-0.07999999999999992,0.17048949136725733,BNBUSDT
2025-03-26 12:00:00,631.39,631.39,622.9,624.65,67270.349,-0.06,0.020000000000000004,-0.07999999999999992,0.17048949136725733,BNBUSDT
2025-03-26 16:00:00,624.65,625.01,615.3,618.48,40335.684,-0.06,0.020000000000000004,-0.07999999999999992,0.17048949136725733,BNBUSDT
2025-03-26 20:00:00,618.48,620.94,615.78,617.99,29144.424,-0.06,0.020000000000000004,-0.07999999999999992,0.17048949136725733,BNBUSDT
2025-03-27 00:00:00,618.0,627.01,617.2,626.66,24516.71,-0.2,-0.14,-0.11333333333333324,0.15131172490999342,BNBUSDT
2025-03-27 04:00:00,626.65,636.94,625.11,635.3,49013.112,-0.2,-0.14,-0.11333333333333324,0.15131172490999342,BNBUSDT
2025-03-27 08:00:00,635.3,642.5,632.36,632.72,304088.056,-0.2,-0.14,-0.11333333333333324,0.15131172490999342,BNBUSDT
2025-03-27 12:00:00,632.71,639.9,625.79,637.02,247391.541,-0.2,-0.14,-0.11333333333333324,0.15131172490999342,BNBUSDT
2025-03-27 16:00:00,637.02,641.51,635.29,639.87,81145.175,-0.2,-0.14,-0.11333333333333324,0.15131172490999342,BNBUSDT
2025-03-27 20:00:00,639.88,640.79,636.62,637.36,37247.253,-0.2,-0.14,-0.11333333333333324,0.15131172490999342,BNBUSDT
2025-03-28 00:00:00,637.36,637.51,632.22,633.5,49443.63,-0.12,0.08000000000000002,-0.1266666666666666,0.13849531537547338,BNBUSDT
2025-03-28 04:00:00,633.5,635.11,627.76,628.54,90782.646,-0.12,0.08000000000000002,-0.1266666666666666,0.13849531537547338,BNBUSDT
2025-03-28 08:00:00,628.54,634.0,626.7,633.68,47891.079,-0.12,0.08000000000000002,-0.1266666666666666,0.13849531537547338,BNBUSDT
2025-03-28 12:00:00,633.67,633.85,623.72,625.42,57175.476,-0.12,0.08000000000000002,-0.1266666666666666,0.13849531537547338,BNBUSDT
2025-03-28 16:00:00,625.42,626.84,619.0,619.08,43296.884,-0.12,0.08000000000000002,-0.1266666666666666,0.13849531537547338,BNBUSDT
2025-03-28 20:00:00,619.08,620.61,616.0,619.81,29227.445,-0.12,0.08000000000000002,-0.1266666666666666,0.13849531537547338,BNBUSDT
2025-03-29 00:00:00,619.81,623.84,608.94,613.02,48620.233,-0.48,-0.36,-0.2666666666666666,0.16761634196950348,BNBUSDT
2025-03-29 04:00:00,613.02,614.23,603.0,607.8,42567.928,-0.48,-0.36,-0.2666666666666666,0.16761634196950348,BNBUSDT
2025-03-29 08:00:00,607.79,610.84,599.23,601.08,49176.057,-0.48,-0.36,-0.2666666666666666,0.16761634196950348,BNBUSDT
2025-03-29 12:00:00,601.09,608.5,599.78,604.73,34800.473,-0.48,-0.36,-0.2666666666666666,0.16761634196950348,BNBUSDT
2025-03-29 16:00:00,604.72,607.3,596.97,605.8,61076.337,-0.48,-0.36,-0.2666666666666666,0.16761634196950348,BNBUSDT
2025-03-29 20:00:00,605.79,606.0,600.91,602.99,18181.233,-0.48,-0.36,-0.2666666666666666,0.16761634196950348,BNBUSDT
2025-03-30 00:00:00,603.0,613.37,600.48,609.0,35878.802,-0.36,0.12,-0.3199999999999999,0.16041612554021112,BNBUSDT
2025-03-30 04:00:00,608.99,612.45,606.41,606.63,25432.104,-0.36,0.12,-0.3199999999999999,0.16041612554021112,BNBUSDT
