datetime,open,high,low,close,volume,sentiment,sentiment_diff,sentiment_ma3,sentiment_vol7,symbol
2022-12-14,77.4,79.11,74.2,75.3,911912.129,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-15,75.29,75.47,71.7,72.42,598856.974,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-16,72.43,73.56,65.0,66.25,1160661.942,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-17,66.24,67.7,62.51,64.89,1344619.107,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-18,64.89,65.96,63.03,64.37,639108.584,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-19,64.39,65.02,61.04,63.37,866072.922,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-20,63.36,66.35,63.08,65.55,850764.015,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-21,65.56,66.84,64.61,65.4,573283.433,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-22,65.4,66.7,64.24,66.21,505782.811,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-23,66.21,66.72,64.91,65.75,387146.613,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-24,65.75,66.05,65.06,65.76,218820.376,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-25,65.77,69.72,65.3,69.15,563485.616,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-26,69.15,71.83,68.58,70.78,724746.003,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-27,70.77,71.14,67.77,68.67,688534.199,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-28,68.68,69.48,65.69,66.32,693169.686,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-29,66.32,67.3,65.57,66.66,498307.656,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-30,66.66,68.72,66.04,67.94,476504.755,0.0,0.0,0.0,0.0,LTCUSDT
2022-12-31,67.94,71.12,67.62,70.14,563994.497,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-01,70.14,71.55,68.91,70.91,497824.424,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-02,70.92,77.96,70.0,74.74,1056995.281,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-03,74.75,76.52,73.62,75.57,725798.101,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-04,75.57,77.99,74.32,75.46,773197.793,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-05,75.46,76.27,73.53,74.25,562086.168,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-06,74.25,76.58,72.42,75.91,797819.975,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-07,75.91,76.87,75.47,76.4,388687.641,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-08,76.4,78.98,75.08,78.68,626879.182,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-09,78.67,83.61,78.09,81.62,1179300.917,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-10,81.61,82.85,79.43,80.83,847925.336,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-11,80.82,85.0,79.88,84.08,968676.069,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-12,84.08,87.7,81.0,86.09,1427276.097,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-13,86.09,87.99,83.59,86.23,891288.557,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-14,86.24,91.23,85.92,87.84,1747194.881,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-15,87.84,88.68,85.21,87.37,586627.267,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-16,87.37,89.16,83.91,85.91,750074.107,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-17,85.94,89.39,84.52,87.02,740669.448,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-18,87.04,88.4,82.11,82.62,935842.004,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-19,82.62,84.57,81.67,84.21,484324.341,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-20,84.21,91.42,83.0,90.28,757424.447,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-21,90.28,92.1,87.57,87.91,720620.997,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-22,87.91,90.05,86.07,87.58,501770.041,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-23,87.58,93.2,87.51,89.9,691207.974,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-24,89.91,91.45,86.0,87.19,499687.344,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-25,87.19,91.93,85.53,89.38,529309.147,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-26,89.38,89.96,86.82,87.52,475990.334,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-27,87.51,89.23,85.81,88.89,418850.126,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-28,88.89,89.96,86.96,89.67,392046.681,0.0,0.0,0.0,0.0,LTCUSDT
2023-01-29,89.66,97.77,89.65,94.84,1268331.01,0.0,0.0,0.0,0.0,LTCUSDT
